ID: 1409.0, actual: neutral, predicted: negative
ID: 1552.0, actual: neutral, predicted: neutral
ID: 1553.0, actual: neutral, predicted: neutral
ID: 1554.0, actual: neutral, predicted: neutral
ID: 1555.0, actual: neutral, predicted: negative
ID: 1556.0, actual: neutral, predicted: neutral
ID: 1557.0, actual: neutral, predicted: negative
ID: 1555.0, actual: neutral, predicted: negative
ID: 1558.0, actual: neutral, predicted: neutral
ID: 1559.0, actual: neutral, predicted: negative
ID: 1560.0, actual: neutral, predicted: negative
ID: 1561.0, actual: neutral, predicted: negative
ID: 1562.0, actual: neutral, predicted: negative
ID: 1563.0, actual: neutral, predicted: neutral
ID: 1564.0, actual: neutral, predicted: negative
ID: 1565.0, actual: neutral, predicted: neutral
ID: 1566.0, actual: neutral, predicted: neutral
ID: 1567.0, actual: neutral, predicted: negative
ID: 1568.0, actual: neutral, predicted: negative
ID: 1569.0, actual: neutral, predicted: neutral
ID: 1570.0, actual: neutral, predicted: negative
ID: 1571.0, actual: neutral, predicted: neutral
ID: 1572.0, actual: neutral, predicted: neutral
ID: 1573.0, actual: neutral, predicted: neutral
ID: 1574.0, actual: neutral, predicted: negative
ID: 1575.0, actual: neutral, predicted: neutral
ID: 1576.0, actual: neutral, predicted: neutral
ID: 1577.0, actual: neutral, predicted: neutral
ID: 1578.0, actual: neutral, predicted: negative
ID: 1579.0, actual: neutral, predicted: neutral
ID: 1580.0, actual: neutral, predicted: neutral
ID: 1581.0, actual: neutral, predicted: negative
ID: 1582.0, actual: neutral, predicted: neutral
ID: 1583.0, actual: neutral, predicted: neutral
ID: 1584.0, actual: neutral, predicted: negative
ID: 1585.0, actual: neutral, predicted: neutral
ID: 1586.0, actual: neutral, predicted: neutral
ID: 1587.0, actual: neutral, predicted: neutral
ID: 1588.0, actual: neutral, predicted: neutral
ID: 1589.0, actual: neutral, predicted: neutral
ID: 1590.0, actual: neutral, predicted: neutral
ID: 1591.0, actual: neutral, predicted: negative
ID: 1592.0, actual: neutral, predicted: neutral
ID: 1593.0, actual: neutral, predicted: neutral
ID: 1594.0, actual: neutral, predicted: neutral
ID: 1595.0, actual: neutral, predicted: neutral
ID: 1596.0, actual: neutral, predicted: neutral
ID: 1597.0, actual: neutral, predicted: neutral
ID: 1598.0, actual: neutral, predicted: neutral
ID: 1599.0, actual: neutral, predicted: neutral
ID: 1600.0, actual: neutral, predicted: negative
ID: 1601.0, actual: neutral, predicted: neutral
ID: 1602.0, actual: neutral, predicted: neutral
ID: 1603.0, actual: neutral, predicted: neutral
ID: 1604.0, actual: neutral, predicted: neutral
ID: 1605.0, actual: neutral, predicted: neutral
ID: 1606.0, actual: neutral, predicted: neutral
ID: 1607.0, actual: neutral, predicted: negative
ID: 1608.0, actual: neutral, predicted: neutral
ID: 1609.0, actual: neutral, predicted: neutral
ID: 1610.0, actual: neutral, predicted: neutral
ID: 1611.0, actual: neutral, predicted: neutral
ID: 1612.0, actual: neutral, predicted: neutral
ID: 1613.0, actual: neutral, predicted: negative
ID: 1614.0, actual: neutral, predicted: neutral
ID: 1615.0, actual: neutral, predicted: neutral
ID: 1616.0, actual: neutral, predicted: negative
ID: 1617.0, actual: neutral, predicted: negative
ID: 1618.0, actual: neutral, predicted: neutral
ID: 1619.0, actual: neutral, predicted: neutral
ID: 1620.0, actual: neutral, predicted: neutral
ID: 1621.0, actual: neutral, predicted: negative
ID: 1622.0, actual: neutral, predicted: neutral
ID: 1623.0, actual: neutral, predicted: neutral
ID: 1624.0, actual: neutral, predicted: neutral
ID: 1625.0, actual: neutral, predicted: negative
ID: 1626.0, actual: neutral, predicted: neutral
ID: 1627.0, actual: neutral, predicted: neutral
ID: 1628.0, actual: neutral, predicted: neutral
ID: 1629.0, actual: neutral, predicted: neutral
ID: 1630.0, actual: neutral, predicted: neutral
ID: 1631.0, actual: neutral, predicted: neutral
ID: 1632.0, actual: neutral, predicted: negative
ID: 1633.0, actual: neutral, predicted: neutral
ID: 1634.0, actual: neutral, predicted: negative
ID: 1635.0, actual: neutral, predicted: negative
ID: 1636.0, actual: neutral, predicted: neutral
ID: 1637.0, actual: neutral, predicted: negative
ID: 1638.0, actual: neutral, predicted: neutral
ID: 1639.0, actual: neutral, predicted: neutral
ID: 1640.0, actual: neutral, predicted: neutral
ID: 1611.0, actual: neutral, predicted: neutral
ID: 1641.0, actual: neutral, predicted: neutral
ID: 1642.0, actual: neutral, predicted: neutral
ID: 1643.0, actual: neutral, predicted: neutral
ID: 1644.0, actual: neutral, predicted: neutral
ID: 1645.0, actual: neutral, predicted: neutral
ID: 1646.0, actual: neutral, predicted: neutral
ID: 1647.0, actual: neutral, predicted: neutral
ID: 1648.0, actual: neutral, predicted: negative
ID: 1649.0, actual: neutral, predicted: neutral
ID: 1650.0, actual: neutral, predicted: neutral
ID: 1651.0, actual: neutral, predicted: neutral
ID: 1652.0, actual: neutral, predicted: negative
ID: 1653.0, actual: neutral, predicted: neutral
ID: 1654.0, actual: neutral, predicted: negative
ID: 1655.0, actual: neutral, predicted: neutral
ID: 1656.0, actual: neutral, predicted: negative
ID: 1657.0, actual: neutral, predicted: neutral
ID: 1658.0, actual: neutral, predicted: negative
ID: 1659.0, actual: neutral, predicted: neutral
ID: 1660.0, actual: neutral, predicted: negative
ID: 1661.0, actual: neutral, predicted: neutral
ID: 1662.0, actual: neutral, predicted: neutral
ID: 1663.0, actual: neutral, predicted: neutral
ID: 1664.0, actual: neutral, predicted: neutral
ID: 1665.0, actual: neutral, predicted: negative
ID: 1666.0, actual: neutral, predicted: negative
ID: 1667.0, actual: neutral, predicted: negative
ID: 1668.0, actual: neutral, predicted: neutral
ID: 1669.0, actual: neutral, predicted: neutral
ID: 1670.0, actual: neutral, predicted: negative
ID: 1671.0, actual: neutral, predicted: negative
ID: 1672.0, actual: neutral, predicted: negative
ID: 1673.0, actual: neutral, predicted: negative
ID: 1674.0, actual: neutral, predicted: neutral
ID: 1675.0, actual: neutral, predicted: neutral
ID: 1676.0, actual: neutral, predicted: negative
ID: 1677.0, actual: neutral, predicted: negative
ID: 1678.0, actual: neutral, predicted: negative
ID: 1679.0, actual: neutral, predicted: neutral
ID: 1680.0, actual: neutral, predicted: neutral
ID: 1681.0, actual: neutral, predicted: neutral
ID: 1682.0, actual: neutral, predicted: negative
ID: 1683.0, actual: neutral, predicted: neutral
ID: 1684.0, actual: neutral, predicted: neutral
ID: 1685.0, actual: neutral, predicted: neutral
ID: 1686.0, actual: neutral, predicted: negative
ID: 1687.0, actual: neutral, predicted: neutral
ID: 1688.0, actual: neutral, predicted: neutral
ID: 1689.0, actual: neutral, predicted: neutral
ID: 1690.0, actual: neutral, predicted: negative
ID: 1691.0, actual: neutral, predicted: neutral
ID: 1692.0, actual: neutral, predicted: neutral
ID: 1693.0, actual: neutral, predicted: negative
ID: 1694.0, actual: neutral, predicted: neutral
ID: 1695.0, actual: neutral, predicted: neutral
ID: 1696.0, actual: neutral, predicted: negative
ID: 1697.0, actual: neutral, predicted: neutral
ID: 1698.0, actual: neutral, predicted: neutral
ID: 1699.0, actual: neutral, predicted: negative
ID: 1700.0, actual: neutral, predicted: neutral
ID: 1701.0, actual: neutral, predicted: negative
ID: 1702.0, actual: neutral, predicted: negative
ID: 1703.0, actual: neutral, predicted: neutral
ID: 1704.0, actual: neutral, predicted: negative
ID: 1705.0, actual: neutral, predicted: neutral
ID: 1706.0, actual: neutral, predicted: neutral
ID: 1707.0, actual: neutral, predicted: negative
ID: 1708.0, actual: neutral, predicted: negative
ID: 1709.0, actual: neutral, predicted: neutral
ID: 1710.0, actual: neutral, predicted: neutral
ID: 1711.0, actual: neutral, predicted: neutral
ID: 1712.0, actual: neutral, predicted: neutral
ID: 1713.0, actual: neutral, predicted: neutral
ID: 1714.0, actual: neutral, predicted: neutral
ID: 1715.0, actual: neutral, predicted: neutral
ID: 1716.0, actual: neutral, predicted: negative
ID: 1717.0, actual: neutral, predicted: neutral
ID: 1718.0, actual: neutral, predicted: negative
ID: 1719.0, actual: neutral, predicted: neutral
ID: 1720.0, actual: neutral, predicted: neutral
ID: 1721.0, actual: neutral, predicted: neutral
ID: 1722.0, actual: neutral, predicted: negative
ID: 1723.0, actual: neutral, predicted: neutral
ID: 1724.0, actual: neutral, predicted: neutral
ID: 1725.0, actual: neutral, predicted: neutral
ID: 1724.0, actual: neutral, predicted: neutral
ID: 1726.0, actual: neutral, predicted: neutral
ID: 1727.0, actual: neutral, predicted: negative
ID: 1728.0, actual: neutral, predicted: neutral
ID: 1729.0, actual: neutral, predicted: negative
ID: 1730.0, actual: neutral, predicted: negative
ID: 1731.0, actual: neutral, predicted: negative
ID: 1732.0, actual: neutral, predicted: neutral
ID: 1733.0, actual: neutral, predicted: neutral
ID: 1734.0, actual: neutral, predicted: negative
ID: 1735.0, actual: neutral, predicted: neutral
ID: 1736.0, actual: neutral, predicted: negative
ID: 1737.0, actual: neutral, predicted: negative
ID: 1733.0, actual: neutral, predicted: neutral
ID: 1738.0, actual: neutral, predicted: neutral
ID: 1739.0, actual: neutral, predicted: negative
ID: 1740.0, actual: neutral, predicted: negative
ID: 1731.0, actual: neutral, predicted: negative
ID: 1741.0, actual: neutral, predicted: neutral
ID: 1742.0, actual: neutral, predicted: neutral
ID: 1743.0, actual: neutral, predicted: negative
ID: 1744.0, actual: neutral, predicted: neutral
ID: 1745.0, actual: neutral, predicted: neutral
ID: 1746.0, actual: neutral, predicted: neutral
ID: 1747.0, actual: neutral, predicted: neutral
ID: 1748.0, actual: neutral, predicted: negative
ID: 1737.0, actual: neutral, predicted: negative
ID: 1749.0, actual: neutral, predicted: negative
ID: 1750.0, actual: neutral, predicted: neutral
ID: 1751.0, actual: neutral, predicted: neutral
ID: 1752.0, actual: neutral, predicted: negative
ID: 1753.0, actual: neutral, predicted: negative
ID: 1754.0, actual: neutral, predicted: neutral
ID: 1755.0, actual: neutral, predicted: neutral
ID: 1756.0, actual: neutral, predicted: negative
ID: 1757.0, actual: neutral, predicted: neutral
ID: 1758.0, actual: neutral, predicted: neutral
ID: 1759.0, actual: neutral, predicted: negative
ID: 1760.0, actual: neutral, predicted: neutral
ID: 1761.0, actual: neutral, predicted: negative
ID: 1757.0, actual: neutral, predicted: neutral
ID: 1762.0, actual: neutral, predicted: neutral
ID: 1763.0, actual: neutral, predicted: neutral
ID: 1764.0, actual: neutral, predicted: negative
ID: 1765.0, actual: neutral, predicted: negative
ID: 1766.0, actual: neutral, predicted: neutral
ID: 1767.0, actual: neutral, predicted: negative
ID: 1762.0, actual: neutral, predicted: neutral
ID: 1694.0, actual: neutral, predicted: neutral
ID: 1768.0, actual: neutral, predicted: negative
ID: 1769.0, actual: neutral, predicted: neutral
ID: 1770.0, actual: neutral, predicted: negative
ID: 1771.0, actual: neutral, predicted: neutral
ID: 1772.0, actual: neutral, predicted: neutral
ID: 1773.0, actual: neutral, predicted: neutral
ID: 1774.0, actual: neutral, predicted: neutral
ID: 1775.0, actual: neutral, predicted: neutral
ID: 1776.0, actual: neutral, predicted: negative
ID: 1777.0, actual: neutral, predicted: neutral
ID: 1778.0, actual: neutral, predicted: neutral
ID: 1779.0, actual: neutral, predicted: negative
ID: 1780.0, actual: neutral, predicted: negative
ID: 1781.0, actual: neutral, predicted: negative
ID: 1782.0, actual: neutral, predicted: negative
ID: 1783.0, actual: neutral, predicted: neutral
ID: 1784.0, actual: neutral, predicted: neutral
ID: 1780.0, actual: neutral, predicted: negative
ID: 1783.0, actual: neutral, predicted: neutral
ID: 1785.0, actual: neutral, predicted: negative
ID: 1786.0, actual: neutral, predicted: neutral
ID: 1784.0, actual: neutral, predicted: neutral
ID: 1787.0, actual: neutral, predicted: neutral
ID: 1788.0, actual: neutral, predicted: neutral
ID: 1789.0, actual: neutral, predicted: neutral
ID: 1790.0, actual: neutral, predicted: negative
ID: 1791.0, actual: neutral, predicted: neutral
ID: 1792.0, actual: neutral, predicted: negative
ID: 1793.0, actual: neutral, predicted: neutral
ID: 1794.0, actual: neutral, predicted: neutral
ID: 1795.0, actual: neutral, predicted: neutral
ID: 1791.0, actual: neutral, predicted: neutral
ID: 1796.0, actual: neutral, predicted: neutral
ID: 1797.0, actual: neutral, predicted: negative
ID: 1798.0, actual: neutral, predicted: negative
ID: 1799.0, actual: neutral, predicted: negative
ID: 1800.0, actual: neutral, predicted: neutral
ID: 1801.0, actual: neutral, predicted: negative
ID: 1802.0, actual: neutral, predicted: neutral
ID: 1803.0, actual: neutral, predicted: neutral
ID: 1804.0, actual: neutral, predicted: neutral
ID: 1805.0, actual: neutral, predicted: negative
ID: 1806.0, actual: neutral, predicted: neutral
ID: 1807.0, actual: neutral, predicted: negative
ID: 1808.0, actual: neutral, predicted: neutral
ID: 1809.0, actual: neutral, predicted: negative
ID: 1810.0, actual: neutral, predicted: neutral
ID: 1811.0, actual: neutral, predicted: negative
ID: 1380.0, actual: neutral, predicted: neutral
ID: 1812.0, actual: neutral, predicted: neutral
ID: 1813.0, actual: neutral, predicted: neutral
ID: 1808.0, actual: neutral, predicted: neutral
ID: 1814.0, actual: neutral, predicted: neutral
ID: 1815.0, actual: neutral, predicted: negative
ID: 1816.0, actual: neutral, predicted: negative
ID: 1817.0, actual: neutral, predicted: neutral
ID: 1818.0, actual: neutral, predicted: neutral
ID: 1819.0, actual: neutral, predicted: negative
ID: 1820.0, actual: neutral, predicted: neutral
ID: 1821.0, actual: neutral, predicted: negative
ID: 1822.0, actual: neutral, predicted: neutral
ID: 1771.0, actual: neutral, predicted: neutral
ID: 1823.0, actual: neutral, predicted: neutral
ID: 1824.0, actual: neutral, predicted: negative
ID: 1825.0, actual: neutral, predicted: negative
ID: 1826.0, actual: neutral, predicted: neutral
ID: 1827.0, actual: neutral, predicted: neutral
ID: 1828.0, actual: neutral, predicted: negative
ID: 1829.0, actual: neutral, predicted: negative
ID: 1830.0, actual: neutral, predicted: negative
ID: 1831.0, actual: neutral, predicted: neutral
ID: 1832.0, actual: neutral, predicted: neutral
ID: 1833.0, actual: neutral, predicted: neutral
ID: 1834.0, actual: neutral, predicted: neutral
ID: 1835.0, actual: neutral, predicted: negative
ID: 1836.0, actual: neutral, predicted: negative
ID: 1837.0, actual: neutral, predicted: neutral
ID: 1838.0, actual: neutral, predicted: neutral
ID: 1839.0, actual: neutral, predicted: neutral
ID: 1840.0, actual: neutral, predicted: neutral
ID: 1841.0, actual: neutral, predicted: negative
ID: 1842.0, actual: neutral, predicted: neutral
ID: 1843.0, actual: neutral, predicted: neutral
ID: 1844.0, actual: neutral, predicted: neutral
ID: 1845.0, actual: neutral, predicted: negative
ID: 1846.0, actual: neutral, predicted: negative
ID: 1847.0, actual: neutral, predicted: negative
ID: 1848.0, actual: neutral, predicted: neutral
ID: 1849.0, actual: neutral, predicted: neutral
ID: 1850.0, actual: neutral, predicted: neutral
ID: 1774.0, actual: neutral, predicted: neutral
ID: 1851.0, actual: neutral, predicted: neutral
ID: 1852.0, actual: neutral, predicted: neutral
ID: 1851.0, actual: neutral, predicted: neutral
ID: 1853.0, actual: neutral, predicted: neutral
ID: 1854.0, actual: neutral, predicted: neutral
ID: 1855.0, actual: neutral, predicted: neutral
ID: 1856.0, actual: neutral, predicted: neutral
ID: 1857.0, actual: neutral, predicted: neutral
ID: 1774.0, actual: neutral, predicted: neutral
ID: 1858.0, actual: neutral, predicted: negative
ID: 1859.0, actual: neutral, predicted: neutral
ID: 1860.0, actual: neutral, predicted: negative
ID: 1861.0, actual: neutral, predicted: neutral
ID: 1862.0, actual: neutral, predicted: negative
ID: 1863.0, actual: neutral, predicted: neutral
ID: 1864.0, actual: neutral, predicted: negative
ID: 1865.0, actual: neutral, predicted: negative
ID: 1866.0, actual: neutral, predicted: negative
ID: 1867.0, actual: neutral, predicted: negative
ID: 1868.0, actual: neutral, predicted: negative
ID: 1869.0, actual: neutral, predicted: neutral
ID: 1870.0, actual: neutral, predicted: negative
ID: 1871.0, actual: neutral, predicted: negative
ID: 1872.0, actual: neutral, predicted: negative
ID: 1873.0, actual: neutral, predicted: neutral
ID: 1874.0, actual: neutral, predicted: neutral
ID: 1837.0, actual: neutral, predicted: neutral
ID: 1875.0, actual: neutral, predicted: neutral
ID: 1876.0, actual: neutral, predicted: negative
ID: 1877.0, actual: neutral, predicted: negative
ID: 1878.0, actual: neutral, predicted: neutral
ID: 1879.0, actual: neutral, predicted: neutral
ID: 1880.0, actual: neutral, predicted: neutral
ID: 1881.0, actual: neutral, predicted: neutral
ID: 1882.0, actual: neutral, predicted: neutral
ID: 1883.0, actual: neutral, predicted: negative
ID: 1884.0, actual: neutral, predicted: negative
ID: 1885.0, actual: neutral, predicted: neutral
ID: 1886.0, actual: neutral, predicted: neutral
ID: 1887.0, actual: neutral, predicted: negative
ID: 1888.0, actual: neutral, predicted: negative
ID: 1889.0, actual: neutral, predicted: neutral
ID: 1890.0, actual: neutral, predicted: neutral
ID: 1891.0, actual: neutral, predicted: neutral
ID: 1892.0, actual: neutral, predicted: neutral
ID: 1893.0, actual: neutral, predicted: neutral
ID: 1894.0, actual: neutral, predicted: neutral
ID: 1895.0, actual: neutral, predicted: neutral
ID: 1896.0, actual: neutral, predicted: neutral
ID: 1892.0, actual: neutral, predicted: neutral
ID: 1897.0, actual: neutral, predicted: neutral
ID: 1898.0, actual: neutral, predicted: neutral
ID: 1899.0, actual: neutral, predicted: negative
ID: 1900.0, actual: neutral, predicted: neutral
ID: 1901.0, actual: neutral, predicted: negative
ID: 1902.0, actual: neutral, predicted: neutral
ID: 1903.0, actual: neutral, predicted: negative
ID: 1973.0, actual: negative, predicted: neutral
ID: 1974.0, actual: negative, predicted: neutral
ID: 1975.0, actual: negative, predicted: positive
ID: 1976.0, actual: negative, predicted: neutral
ID: 1977.0, actual: negative, predicted: neutral
ID: 1978.0, actual: negative, predicted: negative
ID: 1979.0, actual: negative, predicted: neutral
ID: 1980.0, actual: negative, predicted: negative
ID: 1981.0, actual: negative, predicted: negative
ID: 1982.0, actual: negative, predicted: neutral
ID: 1983.0, actual: negative, predicted: neutral
ID: 1984.0, actual: negative, predicted: negative
ID: 1985.0, actual: negative, predicted: negative
ID: 1986.0, actual: negative, predicted: negative
ID: 1987.0, actual: negative, predicted: neutral
ID: 1988.0, actual: negative, predicted: negative
ID: 1989.0, actual: negative, predicted: neutral
ID: 1990.0, actual: negative, predicted: neutral
ID: 1991.0, actual: negative, predicted: negative
ID: 1992.0, actual: negative, predicted: neutral
ID: 1993.0, actual: negative, predicted: negative
ID: 1994.0, actual: negative, predicted: negative
ID: 1995.0, actual: negative, predicted: neutral
ID: 1996.0, actual: negative, predicted: neutral
ID: 1997.0, actual: negative, predicted: negative
ID: 1998.0, actual: negative, predicted: negative
ID: 1999.0, actual: negative, predicted: negative
ID: 2000.0, actual: negative, predicted: negative
ID: 2001.0, actual: negative, predicted: negative
ID: 2002.0, actual: negative, predicted: neutral
ID: 2003.0, actual: negative, predicted: negative
ID: 2004.0, actual: negative, predicted: neutral
ID: 2005.0, actual: negative, predicted: negative
ID: 2006.0, actual: negative, predicted: negative
ID: 2007.0, actual: negative, predicted: negative
ID: 2008.0, actual: negative, predicted: negative
ID: 2009.0, actual: negative, predicted: negative
ID: 2010.0, actual: negative, predicted: negative
ID: 2011.0, actual: negative, predicted: negative
ID: 2012.0, actual: negative, predicted: neutral
ID: 2013.0, actual: negative, predicted: negative
ID: 2014.0, actual: negative, predicted: negative
ID: 2015.0, actual: negative, predicted: negative
ID: 2016.0, actual: negative, predicted: neutral
ID: 2017.0, actual: negative, predicted: neutral
ID: 2018.0, actual: negative, predicted: neutral
ID: 2019.0, actual: negative, predicted: negative
ID: 2020.0, actual: negative, predicted: neutral
ID: 2021.0, actual: negative, predicted: negative
ID: 2022.0, actual: negative, predicted: neutral
ID: 2023.0, actual: negative, predicted: negative
ID: 2024.0, actual: negative, predicted: neutral
ID: 2025.0, actual: negative, predicted: neutral
ID: 2026.0, actual: negative, predicted: negative
ID: 2027.0, actual: negative, predicted: negative
ID: 2028.0, actual: negative, predicted: negative
ID: 2029.0, actual: negative, predicted: neutral
ID: 2030.0, actual: negative, predicted: negative
ID: 2031.0, actual: negative, predicted: negative
ID: 2032.0, actual: negative, predicted: negative
